Ibrahimovic,85,Sweden,LA Galaxy
Son,85,Korea Republic,Tottenham Hotspur
Brahimi,85,Algeria,FC Porto
Mahrez,85,Algeria,Manchester City
Witsel,85,Belgium,Borussia Dortmund
Kompany,85,Belgium,Manchester City
Alli,85,England,Tottenham Hotspur
Matuidi,85,France,Juventus
Manolas,85,Greece,Roma
Boateng,85,Germany,FC Bayern Munchen
Vidal,85,Chile,FC Barcelona
Ozil,85,Germany,Arsenal
Lopes,85,Portugal,Olympique Lyonnais
Mandzukic,85,Croatia,Juventus
Laporte,85,France,Manchester City
Milinkovic-Savic,85,Serbia,Lazio
Ziyech,84,Morocco,Ajax
Sanchez,84,Colombia,Tottenham Hotspur
Burki,84,Switzerland,Borussia Dortmund
Gomez,84,Argentina,Atalanta
Werner,84,Germany,RB Leipzig
Sanchez,84,Chile,Manchester United
Gundogan,84,Germany,Manchester City
Dembele,84,France,FC Barcelona
Ruffier,84,France,AS Saint-etienne
Khedira,84,Germany,Juventus
Banega,84,Argentina,Sevilla FC
Robben,84,Netherlands,FC Bayern Munchen
Cuadrado,84,Colombia,Juventus
Martial,84,France,Manchester United
Gimenez,84,Uruguay,Atletico Madrid
Walker,84,England,Manchester City
Depay,84,Netherlands,Olympique Lyonnais
Perin,84,Italy,Juventus
Alaba,84,Austria,FC Bayern Munchen
Sommer,84,Switzerland,Borussia Monchengladbach
Hradecky,84,Finland,Bayer 04 Leverkusen
Matic,84,Serbia,Manchester United
Fekir,84,France,Olympique Lyonnais
De Vrij,84,Netherlands,Inter
Thauvin,84,France,Olympique de Marseille
Otamendi,84,Argentina,Manchester City
Sule,84,Germany,FC Bayern Munchen
Stones,83,England,Manchester City
Hazard,83,Belgium,Borussia Monchengladbach
Bender,83,Germany,Bayer 04 Leverkusen
Lemar,83,France,Atletico Madrid
Donnarumma,83,Italy,Milan
Ribery,83,France,FC Bayern Munchen
Keita,83,Guinea,Liverpool
Robertson,83,Scotland,Liverpool
Visca,83,Bosnia Herzegovina,Medipol Basaksehir FK
Coman,83,France,FC Bayern Munchen
Leno,83,Germany,Arsenal
Tolisso,83,France,FC Bayern Munchen
Casteels,83,Belgium,VfL Wolfsburg
Pickford,83,England,Everton
Rashford,83,England,Manchester United
Kovacic,83,Croatia,Chelsea
Payet,83,France,Olympique de Marseille
Wijnaldum,83,Netherlands,Liverpool
Barzagli,83,Italy,Juventus
Acerbi,83,Italy,Lazio
Sirigu,83,Italy,Torino
Promes,83,Netherlands,Sevilla FC
De Rossi,83,Italy,Roma
Kimpembe,83,France,Paris Saint-Germain
Kramaric,83,Croatia,TSG 1899 Hoffenheim
Goretzka,83,Germany,FC Bayern Munchen
Baumann,83,Germany,TSG 1899 Hoffenheim
Carrasco,83,Belgium,Belgium
Kolarov,83,Serbia,Roma
Jarstein,83,Norway,Hertha BSC
Romagnoli,83,Italy,Milan
Dost,83,Netherlands,Sporting CP
Horn,83,Germany,FC Koln
Gueye,83,Senegal,Everton
De Ligt,83,Netherlands,Ajax
Savic,83,Montenegro,Atletico Madrid
Kampl,83,Slovenia,RB Leipzig
Gnabry,83,Germany,FC Bayern Munchen
Hernandez,83,France,Atletico Madrid
Schmeichel,83,Denmark,Leicester City
Rabiot,83,France,Paris Saint-Germain
Draxler,83,Germany,Paris Saint-Germain
Ben Yedder,82,France,Sevilla FC
Garay,82,Argentina,Valencia CF
Lozano,82,Mexico,PSV
Vazquez,82,Argentina,Sevilla FC
Delaney,82,Denmark,Borussia Dortmund
Coates,82,Uruguay,Uruguay
Rugani,82,Italy,Juventus
Quagliarella,82,Italy,Sampdoria
Rudiger,82,Germany,Chelsea
Bellarabi,82,Germany,Bayer 04 Leverkusen
Biglia,82,Argentina,Milan
Bakambu,82,DR Congo,Beijing Sinobo Guoan FC
Vardy,82,England,Leicester City
Forsberg,82,Sweden,RB Leipzig
Cech,82,Czech Republic,Arsenal
Gaitan,82,Argentina,Dalian YiFang FC
Gulacsi,82,Hungary,RB Leipzig
Arnautovic,82,Austria,West Ham United
Maguire,82,England,Leicester City
Mustafi,82,Germany,Arsenal
Shaqiri,82,Switzerland,Liverpool
De Jong,82,Netherlands,Ajax
Bonaventura,82,Italy,Milan
Milik,82,Poland,Napoli
Sane,82,Senegal,FC Schalke 04
Martinez,82,Venezuela,Atlanta United
Fazio,82,Argentina,Roma
Mandanda,82,France,Olympique de Marseille
Kruse,82,Germany,SV Werder Bremen
Consigli,82,Italy,Sassuolo
Demirbay,82,Germany,TSG 1899 Hoffenheim
Ramsey,82,Wales,Arsenal
Pavlenka,82,Czech Republic,SV Werder Bremen
Herrera,82,Mexico,Mexico
Guardado,82,Mexico,Real Betis
Glik,82,Poland,AS Monaco
Zaha,82,Ivory Coast,Crystal Palace
Henderson,82,England,Liverpool
Partey,82,Ghana,Atletico Madrid
Trippier,82,England,Tottenham Hotspur
Lo Celso,82,Argentina,Real Betis
Bernardeschi,82,Italy,Juventus
Meunier,82,Belgium,Paris Saint-Germain
Zielinski,82,Poland,Napoli
Subasic,82,Croatia,AS Monaco
Viviano,82,Italy,SPAL
Corluka,82,Croatia,Lokomotiv Moscow
Giovinco,82,Italy,Italy
Mkhitaryan,82,Armenia,Arsenal
Sigurthsson,82,Iceland,Everton
Belotti,82,Italy,Torino
Cillessen,82,Netherlands,FC Barcelona
Fahrmann,82,Germany,FC Schalke 04
Florenzi,82,Italy,Roma
Haller,82,France,Eintracht Frankfurt
Parolo,82,Italy,Lazio
Koscielny,82,France,Arsenal
Torreira,82,Uruguay,Arsenal
Strakosha,82,Albania,Lazio
Lenglet,82,France,FC Barcelona
Strootman,82,Netherlands,Olympique de Marseille
Balotelli,82,Italy,Olympique de Marseille
Lecomte,82,France,Montpellier HSC
Dembele,82,Belgium,Belgium
Tah,82,Germany,Bayer 04 Leverkusen
Giroud,82,France,Chelsea
Politano,82,Italy,Inter
Lingard,82,England,Manchester United
Lindelof,81,Sweden,Manchester United
Tadic,81,Serbia,Ajax
Lamela,81,Argentina,Tottenham Hotspur
Schulz,81,Germany,TSG 1899 Hoffenheim
Kondogbia,81,Central African Rep.,Valencia CF
Plea,81,France,Borussia Monchengladbach
Xhaka,81,Switzerland,Arsenal
Verdi,81,Italy,Napoli
Vrsaljko,81,Croatia,Inter
Corona,81,Mexico,Mexico
Nastasic,81,Serbia,FC Schalke 04
El Shaarawy,81,Italy,Roma
Brozovic,81,Croatia,Inter
Stindl,81,Germany,Borussia Monchengladbach
Ilicic,81,Slovenia,Atalanta
Guerreiro,81,Portugal,Borussia Dortmund
Gotze,81,Germany,Borussia Dortmund
Salvio,81,Argentina,SL Benfica
Bender,81,Germany,Bayer 04 Leverkusen
Mendy,81,France,Manchester City
Havertz,81,Germany,Bayer 04 Leverkusen
Akanji,81,Switzerland,Borussia Dortmund
Ghoulam,81,Algeria,Napoli
Vogt,81,Germany,TSG 1899 Hoffenheim
Smolov,81,Russia,Lokomotiv Moscow
Milner,81,England,Liverpool
Sabitzer,81,Austria,RB Leipzig
Lovren,81,Croatia,Liverpool
Trapp,81,Germany,Eintracht Frankfurt
Zaza,81,Italy,Torino
Rose,81,England,Tottenham Hotspur
Vela,81,Mexico,Los Angeles FC
Volland,81,Germany,Bayer 04 Leverkusen
Brandt,81,Germany,Bayer 04 Leverkusen
Gomis,81,France,Al Hilal
Bailly,81,Ivory Coast,Manchester United
Ginter,81,Germany,Borussia Monchengladbach
Mathieu,81,France,Sporting CP
Kramer,81,Germany,Borussia Monchengladbach
Howedes,81,Germany,Lokomotiv Moscow
Correa,81,Argentina,Atletico Madrid
Roussillon,81,France,VfL Wolfsburg
Piszczek,81,Poland,Borussia Dortmund
Almiron,81,Paraguay,Newcastle United
Muslera,81,Uruguay,Galatasaray SK
Stuani,81,Uruguay,Girona FC
Bakayoko,81,France,Milan
Pastore,81,Argentina,Roma
Kjer,81,Denmark,Sevilla FC
Bailey,81,Jamaica,Bayer 04 Leverkusen
Doucoure,81,France,Watford
Areola,81,France,Paris Saint-Germain
Boateng,81,Ghana,FC Barcelona
Ndidi,81,Nigeria,Leicester City
Aranguiz,81,Chile,Bayer 04 Leverkusen
Fejsa,81,Serbia,SL Benfica
Fabianski,81,Poland,West Ham United
Jovic,81,Serbia,Eintracht Frankfurt
Marega,81,Mali,FC Porto
Digne,81,France,Everton
Nzonzi,81,France,Roma
Tagliafico,80,Argentina,Ajax
Pezzella,80,Argentina,Fiorentina
Gomez,80,Uruguay,RC Celta
Candreva,80,Italy,Inter
Perotti,80,Argentina,Roma
Smalling,80,England,Manchester United
Aouar,80,France,Olympique Lyonnais
Quintero,80,Colombia,Colombia
Seri,80,Ivory Coast,Fulham
Poulsen,80,Denmark,RB Leipzig
Bacca,80,Colombia,Villarreal CF
Inui,80,Japan,Deportivo Alaves
Calhanoglu,80,Turkey,Milan
Can,80,Germany,Juventus
Gignac,80,France,Tigres U.A.N.L.
Pereyra,80,Argentina,Watford
Sanson,80,France,Olympique de Marseille
Romero,80,Argentina,Manchester United
Oxlade-Chamberlain,80,England,Liverpool
Batshuayi,80,Belgium,Crystal Palace
Modeste,80,France,FC Koln
Rami,80,France,Olympique de Marseille
Guilavogui,80,France,VfL Wolfsburg
Piatti,80,Argentina,Montreal Impact
Rooney,80,England,DC United
Valeri,80,Argentina,Portland Timbers
Lopez,80,Argentina,Racing Club
Rulli,80,Argentina,Real Sociedad
Kagawa,80,Japan,Besiktas JK
Ulreich,80,Germany,FC Bayern Munchen
Rodriguez,80,Switzerland,Milan
Didavi,80,Germany,VfB Stuttgart
Nkoulou,80,Cameroon,Torino
Acuna,80,Argentina,Argentina
Rebic,80,Croatia,Eintracht Frankfurt
Dahoud,80,Germany,Borussia Dortmund
Bergwijn,80,Netherlands,PSV
Butland,80,England,Stoke City
Criscito,80,Italy,Genoa
Tatarusanu,80,Romania,FC Nantes
Dier,80,England,Tottenham Hotspur
Ryan,80,Australia,Brighton & Hove Albion
Mascherano,80,Argentina,Hebei China Fortune FC
Davies,80,Wales,Tottenham Hotspur
Armani,80,Argentina,Argentina
M'Vila,80,France,AS Saint-etienne
Perrin,80,France,AS Saint-etienne
Hysaj,80,Albania,Napoli
Onana,80,Cameroon,Ajax
Balbuena,80,Paraguay,West Ham United
Pepe,80,Ivory Coast,LOSC Lille
Yarmolenko,80,Ukraine,West Ham United
Akinfeev,80,Russia,PFC CSKA Moscow
Caldara,80,Italy,Milan
Vida,80,Croatia,Besiktas JK
Mandi,80,Algeria,Real Betis
De Jong,80,Netherlands,PSV
Lanzini,80,Argentina,West Ham United
Ake,80,Netherlands,Bournemouth
Zahavi,80,Israel,Guangzhou R&F FC
Toprak,80,Turkey,Borussia Dortmund
Fernandez,80,Argentina,Beijing Renhe FC
Aboubakar,80,Cameroon,Cameroon
Muriel,80,Colombia,Fiorentina
Zoet,80,Netherlands,PSV
Kaderabek,80,Czech Republic,TSG 1899 Hoffenheim
Matip,80,Cameroon,Liverpool
Sorrentino,80,Italy,Chievo Verona
Vecino,80,Uruguay,Inter
Skrtel,80,Slovakia,Fenerbahce SK
Balde,80,Senegal,Inter
Blind,80,Netherlands,Ajax
Murillo,80,Colombia,FC Barcelona
Christensen,80,Denmark,Chelsea
Weigl,80,Germany,Borussia Dortmund
Vaclik,80,Czech Republic,Sevilla FC
Shaw,80,England,Manchester United
Gameiro,80,France,Valencia CF
Valbuena,80,France,Fenerbahce SK
Denisov,80,Russia,Lokomotiv Moscow
Stepanenko,80,Ukraine,Shakhtar Donetsk
Ndombele,80,France,Olympique Lyonnais
Aurier,80,Ivory Coast,Tottenham Hotspur
Radu,80,Romania,Lazio
Musacchio,80,Argentina,Milan
Paredes,80,Argentina,Paris Saint-Germain
Granqvist,80,Sweden,Sweden
Birsa,80,Slovenia,Cagliari
Brooks,79,United States,VfL Wolfsburg
Campana,79,Uruguay,Uruguay
Vanaken,79,Belgium,Club Brugge KV
Hofmann,79,Germany,Borussia Monchengladbach
Wass,79,Denmark,Valencia CF
Alario,79,Argentina,Bayer 04 Leverkusen
Cervi,79,Argentina,SL Benfica
Coquelin,79,France,Valencia CF
Keane,79,England,Everton
Diallo,79,France,Borussia Dortmund
Alexander-Arnold,79,England,Liverpool
Gouweleeuw,79,Netherlands,FC Augsburg
Pavard,79,France,VfB Stuttgart
Foster,79,England,Watford
Capoue,79,France,Watford
Demme,79,Germany,RB Leipzig
Lerma,79,Colombia,Bournemouth
Masiello,79,Italy,Atalanta
Guthmundsson,79,Iceland,Burnley
Badelj,79,Croatia,Lazio
Ospina,79,Colombia,Napoli
Rekik,79,Netherlands,Hertha BSC
Gbamin,79,Ivory Coast,FSV Mainz 05
Rongier,79,France,FC Nantes
Young,79,England,Manchester United
Dabbur,79,Israel,FC Red Bull Salzburg
Wanyama,79,Kenya,Tottenham Hotspur
Mendy,79,France,Olympique Lyonnais
Dendoncker,79,Belgium,Wolverhampton Wanderers
Jovetic,79,Montenegro,AS Monaco
Coleman,79,Republic of Ireland,Everton
Valencia,79,Ecuador,Manchester United
Pavon,79,Argentina,Boca Juniors
Lavezzi,79,Argentina,Hebei China Fortune FC
Martinez,79,Argentina,Atlanta United
Karius,79,Germany,Besiktas JK
Yilmaz,79,Turkey,Besiktas JK
Rudy,79,Germany,FC Schalke 04
Januzaj,79,Belgium,Real Sociedad
Milivojevic,79,Serbia,Crystal Palace
Smolnikov,79,Russia,Russia
Tsygankov,79,Ukraine,Dynamo Kyiv
Zappacosta,79,Italy,Chelsea
Arias,79,Colombia,Atletico Madrid
Marcone,79,Argentina,Boca Juniors
Hubner,79,Germany,TSG 1899 Hoffenheim
Kalinic,79,Croatia,Atletico Madrid
Toko-Ekambi,79,Cameroon,Villarreal CF
Correa,79,Argentina,Lazio
Saint-Maximin,79,France,OGC Nice
Ljajic,79,Serbia,Besiktas JK
Rojo,79,Argentina,Manchester United
Schweinsteiger,79,Germany,Chicago Fire
Sancho,79,England,Borussia Dortmund
Mercado,79,Argentina,Sevilla FC
Kolasinac,79,Bosnia Herzegovina,Arsenal
Medel,79,Chile,Besiktas JK
Stambouli,79,France,FC Schalke 04
Baselli,79,Italy,Torino
Pizarro,79,Argentina,Tigres U.A.N.L.
Wernbloom,79,Sweden,PAOK
Caligiuri,79,Italy,FC Schalke 04
Heaton,79,England,Burnley
Kehrer,79,Germany,Paris Saint-Germain
Orban,79,Hungary,RB Leipzig
Eggestein,79,Germany,SV Werder Bremen
Babel,79,Netherlands,Fulham
Chiesa,79,Italy,Fiorentina
Hasebe,79,Japan,Eintracht Frankfurt
Finnbogason,79,Iceland,FC Augsburg
Klaassen,79,Netherlands,SV Werder Bremen
Pope,79,England,Burnley
Lallana,79,England,Liverpool
Nasri,79,France,West Ham United
Hitz,79,Switzerland,Borussia Dortmund
Sturridge,79,England,Liverpool
Pellegrini,79,Italy,Roma
Uth,79,Germany,FC Schalke 04
Wilson,79,England,Bournemouth
Clyne,79,England,Bournemouth
Delph,79,England,Manchester City
Tarkowski,79,England,Burnley
Feddal,79,Morocco,Real Betis
Belozoglu,79,Turkey,Medipol Basaksehir FK
Wilshere,79,England,West Ham United
Walcott,79,England,Everton
Gomez,79,Germany,VfB Stuttgart
Cahill,79,England,Chelsea
Verbic,79,Slovenia,Dynamo Kyiv
Zobnin,79,Russia,Spartak Moscow
Ramirez,79,Uruguay,Sampdoria
Zouma,79,France,Everton
Ben Arfa,79,France,Stade Rennais FC
Hernandez,79,Mexico,West Ham United
Gregoritsch,79,Austria,FC Augsburg
Lunev,79,Russia,Russia
Tousart,79,France,Olympique Lyonnais
Zapata,79,Colombia,Atalanta
Dmitrovic,79,Serbia,SD Eibar
Martinez,79,Argentina,Inter
Kessie,79,Ivory Coast,Milan
Boudebouz,79,Algeria,RC Celta
Asamoah,79,Ghana,Inter
Barkley,79,England,Chelsea
Defour,79,Belgium,Burnley
Khazri,79,Tunisia,AS Saint-etienne
Dubravka,79,Slovakia,Newcastle United
Belhanda,79,Morocco,Galatasaray SK
Jones,79,England,Manchester United
Benedetto,79,Argentina,Boca Juniors
Hector,79,Germany,FC Koln
Vestergaard,79,Denmark,Southampton
Kalou,79,Ivory Coast,Hertha BSC
Veretout,79,France,Fiorentina
Berghuis,79,Netherlands,Feyenoord
Winks,79,England,Tottenham Hotspur
Bounou,79,Morocco,Girona FC
Feghouli,79,Algeria,Galatasaray SK
Pratto,79,Argentina,River Plate
Sidibe,79,France,AS Monaco
Costil,79,France,FC Girondins de Bordeaux
Sakho,79,France,Crystal Palace
Zieler,79,Germany,VfB Stuttgart
Karnezis,78,Greece,Napoli
Cabella,78,France,AS Saint-etienne
Mitrovic,78,Serbia,Fulham
Samassekou,78,Mali,FC Red Bull Salzburg
Debuchy,78,France,AS Saint-etienne
Lafont,78,France,Fiorentina
Marusic,78,Montenegro,Lazio
Bertrand,78,England,Southampton
Vormer,78,Netherlands,Club Brugge KV
Propper,78,Netherlands,Brighton & Hove Albion
Laborde,78,France,Montpellier HSC
Loftus-Cheek,78,England,Chelsea
Defrel,78,France,Sampdoria
Moses,78,Nigeria,Fenerbahce SK
De Sciglio,78,Italy,Juventus
Baier,78,Germany,FC Augsburg
Under,78,Turkey,Roma
Mina,78,Colombia,Everton
Holebas,78,Greece,Watford
Konoplyanka,78,Ukraine,FC Schalke 04
Amiri,78,Germany,TSG 1899 Hoffenheim
Begovic,78,Bosnia Herzegovina,Bournemouth
Fajr,78,Morocco,Stade Malherbe Caen
Meyer,78,Germany,Crystal Palace
Hart,78,England,Burnley
Traore,78,Burkina Faso,Olympique Lyonnais
Maksimovic,78,Serbia,Napoli
Sportiello,78,Italy,Frosinone
Junuzovic,78,Austria,FC Red Bull Salzburg
Arnold,78,Germany,VfL Wolfsburg
Baumgartlinger,78,Austria,Bayer 04 Leverkusen
Honda,78,Japan,Melbourne Victory
Weghorst,78,Netherlands,VfL Wolfsburg
Fortounis,78,Greece,Olympiacos CFP
Diaz,78,Argentina,Boca Juniors
Kostic,78,Serbia,Eintracht Frankfurt
Selikhov,78,Russia,Spartak Moscow
Schindler,78,Germany,Huddersfield Town
Cheryshev,78,Russia,Valencia CF
Laxalt,78,Uruguay,Milan
Abraham,78,Argentina,Eintracht Frankfurt
Hakimi,78,Morocco,Borussia Dortmund
Cyprien,78,France,OGC Nice
Lala,78,France,RC Strasbourg Alsace
Sanabria,78,Paraguay,Genoa
Denayer,78,Belgium,Olympique Lyonnais
Mee,78,England,Burnley
Da Costa,78,Germany,Eintracht Frankfurt
Golovin,78,Russia,AS Monaco
Cook,78,England,Bournemouth
Aguilar,78,France,Montpellier HSC
Hernandez,78,Mexico,Cruz Azul
Philipp,78,Germany,Borussia Dortmund
Pallois,78,France,FC Nantes
Tielemans,78,Belgium,Leicester City
Hinteregger,78,Austria,Eintracht Frankfurt
Gradel,78,Ivory Coast,Toulouse Football Club
Halstenberg,78,Germany,RB Leipzig
Castro,78,Argentina,Cagliari
Schwolow,78,Germany,SC Freiburg
Schneiderlin,78,France,Everton
Sisto,78,Denmark,RC Celta
Farfan,78,Peru,Lokomotiv Moscow
Vlachodimos,78,Greece,Greece
Shelvey,78,England,Newcastle United
Simeone,78,Argentina,Fiorentina
Mooy,78,Australia,Huddersfield Town
Alessandrini,78,France,LA Galaxy
Lazzari,78,Italy,SPAL
Bravo,78,Chile,Manchester City
Dubois,78,France,Olympique Lyonnais
Lees-Melou,78,France,OGC Nice
Trebel,78,France,RSC Anderlecht
Meza,78,Argentina,Argentina
Antonio,78,England,West Ham United
Pulisic,78,United States,Borussia Dortmund
Pavoletti,78,Italy,Cagliari
Fraser,78,Scotland,Bournemouth
Olsen,78,Sweden,Roma
Chilwell,78,England,Leicester City
Bentaleb,78,Algeria,FC Schalke 04
Djene,78,Togo,Getafe CF
Lobotka,78,Slovakia,RC Celta
Saponara,78,Italy,Sampdoria
Cragno,78,Italy,Cagliari
Sakai,78,Japan,Olympique de Marseille
Van Persie,78,Netherlands,Feyenoord
Bentancur,78,Uruguay,Juventus
Caceres,78,Uruguay,Juventus
Mojica,78,Colombia,Girona FC
Al Soma,78,Syria,Al Ahli
Reynet,78,France,Toulouse Football Club
Mirallas,78,Belgium,Fiorentina
Dzyuba,78,Russia,Russia
Gomez,78,England,Liverpool
Battaglia,78,Argentina,Argentina
Jimenez,78,Mexico,Wolverhampton Wanderers
Dunk,78,England,Brighton & Hove Albion
Trossard,78,Belgium,KRC Genk
Tosun,78,Turkey,Everton
Bittencourt,78,Germany,TSG 1899 Hoffenheim
Chiriches,78,Romania,Napoli
Lemina,78,Gabon,Southampton
Barella,78,Italy,Cagliari
Benitez,78,Argentina,OGC Nice
Barrios,78,Colombia,Colombia
Kongolo,78,Netherlands,Huddersfield Town
Gagliardini,78,Italy,Inter
Vilhena,78,Netherlands,Feyenoord
Tomkins,78,England,Crystal Palace
Ginczek,78,Germany,VfL Wolfsburg
Lascelles,78,England,Newcastle United
Cristante,78,Italy,Roma
Garcia,78,Uruguay,Godoy Cruz
Kurzawa,78,France,Paris Saint-Germain
Lens,78,Netherlands,Besiktas JK
Carrillo,78,Peru,Peru
Stark,78,Germany,Hertha BSC
Boly,78,France,Wolverhampton Wanderers
Calabria,78,Italy,Milan
Harit,78,Morocco,FC Schalke 04
Berardi,78,Italy,Sassuolo
Elyounoussi,78,Norway,Southampton
Izquierdoz,78,Argentina,Boca Juniors
Srna,78,Croatia,Cagliari
Hernandez,78,Chile,Chile
Malinovskyi,78,Ukraine,KRC Genk
Elvedi,78,Switzerland,Borussia Monchengladbach
Iwobi,78,Nigeria,Arsenal
Ortiz,77,Paraguay,Paraguay
Unal,77,Turkey,Real Valladolid CF
Lukaku,77,Belgium,Lazio
Suchy,77,Czech Republic,FC Basel 1893
Gutierrez,77,Mexico,PSV
McCarthy,77,England,Southampton
Delort,77,France,Montpellier HSC
Kuzyaev,77,Russia,Russia
Suarez,77,Uruguay,Getafe CF
Elneny,77,Egypt,Arsenal
Dembele,77,France,Olympique Lyonnais
Sio,77,Ivory Coast,Cote d'Ivoire
Ogbonna,77,Italy,West Ham United
Diop,77,Senegal,SD Eibar
Layun,77,Mexico,Mexico
Bebou,77,Togo,Hannover 96
Mancuello,77,Argentina,Deportivo Toluca
Mbabu,77,Switzerland,Switzerland
Espinosa,77,Colombia,Girona FC
Villar,77,Paraguay,Paraguay
Funes Mori,77,Argentina,Villarreal CF
Doherty,77,Republic of Ireland,Wolverhampton Wanderers
Kohr,77,Germany,Bayer 04 Leverkusen
Sanchez,77,Colombia,West Ham United
Van de Beek,77,Netherlands,Ajax
Tonelli,77,Italy,Sampdoria
Krovinovic,77,Croatia,SL Benfica
Jorgensen,77,Denmark,Huddersfield Town
Andre,77,France,Stade Rennais FC
Latza,77,Germany,FSV Mainz 05
Higuain,77,Argentina,Columbus Crew SC
Sambueza,77,Argentina,Club Leon
Miranchuk,77,Russia,Lokomotiv Moscow
Moukandjo,77,Cameroon,Jiangsu Suning FC
Izzo,77,Italy,Torino
Schurrle,77,Germany,Fulham
Szymanowski,77,Argentina,CD Leganes
Shibasaki,77,Japan,Getafe CF
Bou,77,Argentina,Club Tijuana
Mitroglou,77,Greece,Galatasaray SK
Lainer,77,Austria,Austria
Babacan,77,Turkey,Medipol Basaksehir FK
Fischer,77,Denmark,FC Kobenhavn
Centurion,77,Argentina,Racing Club
Ferreyra,77,Argentina,RCD Espanyol
Sand,77,Argentina,Club Atletico Lanus
Chadli,77,Belgium,AS Monaco
Papadopoulos,77,Greece,Hamburger SV
Ritchie,77,Scotland,Newcastle United
Nakamba,77,Zimbabwe,Club Brugge KV
Grillitsch,77,Austria,TSG 1899 Hoffenheim
Calleri,77,Argentina,Deportivo Alaves
Hojbjerg,77,Denmark,Southampton
Mbodji,77,Senegal,RSC Anderlecht
Rodriguez,77,Argentina,Club America
Lustenberger,77,Switzerland,Hertha BSC
Hughes,77,England,Watford
Jansson,77,Sweden,Leeds United
Dos Santos,77,Mexico,LA Galaxy
Klavan,77,Estonia,Cagliari
Anton,77,Germany,Hannover 96
Basta,77,Serbia,Lazio
Kamano,77,Guinea,FC Girondins de Bordeaux
Boufal,77,Morocco,RC Celta
Meite,77,France,Torino
Maddison,77,England,Leicester City
Hendrix,77,Netherlands,PSV
Bourigeaud,77,France,Stade Rennais FC
Poli,77,Italy,Bologna
Abila,77,Argentina,Boca Juniors
Podolski,77,Germany,Vissel Kobe
Gonzalez,77,Costa Rica,Bologna
McCarthy,77,Republic of Ireland,Everton
Schmelzer,77,Germany,Borussia Dortmund
Barak,77,Czech Republic,Udinese
Grob,77,Germany,Brighton & Hove Albion
Sels,77,Belgium,RC Strasbourg Alsace
Radovanovic,77,Serbia,Genoa
Tasci,77,Germany,Medipol Basaksehir FK
Aziz,77,Turkey,Fenerbahce SK
Chandler,77,United States,Eintracht Frankfurt
Maidana,77,Argentina,Deportivo Toluca
Lowton,77,England,Burnley
Janmaat,77,Netherlands,Watford
Harnik,77,Austria,SV Werder Bremen
Diop,77,France,West Ham United
Freuler,77,Switzerland,Atalanta
Ighalo,77,Nigeria,Shanghai Greenland Shenhua FC
Natcho,77,Israel,Olympiacos CFP
Guzman,77,Argentina,Tigres U.A.N.L.
Rondon,77,Venezuela,Newcastle United
Palacio,77,Argentina,Bologna
Ristovski,77,FYR Macedonia,Sporting CP
Clichy,77,France,Medipol Basaksehir FK
Defoe,77,England,Rangers FC
